"Tm","Year","Week","Loc","Tm.Score","Total_Yards.Tot","Total_Yards.Ply","Total_Yards.Y.P","Total_Yards.TO","Pass_Stats.Cmp","Pass_Stats.Att","Pass_Stats.Cmp.","Pass_Stats.Yds","Pass_Stats.TD","Pass_Stats.Int","Pass_Stats.Sk","Pass_Stats.SkYds","Pass_Stats.Rate","Rush_Stats.Yds","Rush_Stats.Y.A","Rush_Stats.TD","Rush_Stats.Att","Penalties.Pen","Penalties.Yds","Opp.Total_Yards.Tot","Opp.Total_Yards.Ply","Opp.Total_Yards.Y.P","Opp.Total_Yards.TO","Opp.Pass_Stats.Cmp","Opp.Pass_Stats.Att","Opp.Pass_Stats.Cmp.","Opp.Pass_Stats.Yds","Opp.Pass_Stats.TD","Opp.Pass_Stats.Int","Opp.Pass_Stats.Sk","Opp.Pass_Stats.SkYds","Opp.Pass_Stats.Rate","Opp.Rush_Stats.Yds","Opp.Rush_Stats.Y.A","Opp.Rush_Stats.TD","Opp.Rush_Stats.Att","Opp.Penalties.Pen","Opp.Penalties.Yds"
"NWE",2020,7,1,6,241,49,4.9184,5,15,25,60,147,0,4,2,15,39.5,94,4.27,0,4,3,30,467,63,7.4127,3,20,25,80,270,0,2,1,7,79.5,197,5.32,4,22,6,65
"CIN",2021,5,1,22,367,65,5.6462,3,26,38,68.4,264,2,2,3,17,85.5,103,4.29,1,1,2,21,466,63,7.3968,2,27,39,69.2,333,2,1,2,11,102.9,133,6.05,0,4,2,10
"IND",2018,4,1,34,478,83,5.759,3,40,62,64.5,437,4,0,4,27,108.5,41,2.41,0,10,10,85,466,84,5.5476,2,29,42,69,347,2,1,7,28,102.8,119,3.4,1,26,10,54
"BUF",2020,6,1,17,206,50,4.12,2,14,27,51.9,122,2,1,0,0,73.4,84,3.65,0,3,4,39,466,73,6.3836,2,21,26,80.8,221,2,0,1,4,128.4,245,5.33,1,16.884236453202,8,68
"LAR",2021,4,1,20,401,64,6.2656,3,26,41,63.4,280,2,1,0,0,89.5,121,5.26,0,3,5,36,465,75,6.2,0,24,32,75,249,2,0,3,19,120.3,216,5.4,2,16.884236453202,7,63
"SFO",2019,14,0,48,516,63,8.1905,2,27,36,75,354,5,1,3,30,137,162,6.75,1,1,10,67,465,68,6.8382,2,29,41,70.7,349,5,0,0,0,136.1,116,4.3,1,33,5,50
"PIT",2019,1,0,3,308,61,5.0492,2,27,47,57.4,276,0,1,1,0,65.6,32,2.46,0,12,6,54,465,67,6.9403,0,25,37,67.6,366,3,0,1,7,127.4,99,3.41,0,31,7,55
"DEN",2020,17,1,31,446,75,5.9467,0,25,41,61,324,2,0,2,15,103.6,122,3.81,1,27,4,28,465,64,7.2656,5,24,38,63.2,359,2,2,3,12,91,106,4.61,2,3,14,111
"TEN",2020,3,0,31,444,73,6.0822,2,23,37,62.2,310,0,1,2,11,78.8,134,3.94,2,25,4,45,464,62,7.4839,4,16,27,59.3,238,3,2,2,13,96.4,226,6.85,1,28,3,20
"SEA",2020,2,1,35,429,60,7.15,2,21,28,75,275,5,1,2,13,132.1,154,5.13,0,29,9,68,464,70,6.6286,2,30,44,68.2,397,1,1,1,0,94.6,67,2.68,2,2,2,12
"KAN",2018,16,0,31,419,60,6.9833,3,23,40,57.5,265,3,0,1,8,103.4,154,8.11,0,6,8,76,464,75,6.1867,0,18,29,62.1,254,3,0,3,17,127.2,210,4.88,2,16.884236453202,3,20
"LAR",2019,4,1,40,518,81,6.3951,5,45,68,66.2,490,2,3,2,27,80.3,28,2.55,2,15,13,106,464,73,6.3562,2,28,41,68.3,376,4,1,2,9,120.5,88,2.93,2,29,12,99
"DET",2020,10,1,30,372,55,6.7636,0,24,33,72.7,267,3,0,1,9,127.8,105,5,0,5,9,55,464,83,5.5904,2,38,55,69.1,375,0,0,2,15,89.2,89,3.42,3,34,6,58
"DET",2020,15,0,25,430,65,6.6154,4,27,38,71.1,307,1,1,0,0,92.8,123,4.56,2,33,3,33,463,66,7.0152,0,21,27,77.8,268,3,0,1,5,145.8,195,5.13,3,23,3,22
"ARI",2020,13,1,28,232,62,3.7419,3,21,39,53.8,140,3,1,2,33,80.4,92,4.38,1,5,5,21,463,79,5.8608,2,37,47,78.7,344,1,0,1,7,104.9,119,3.84,3,30,6,75
"CLE",2018,17,0,24,426,56,7.6071,4,23,42,54.8,376,3,3,0,0,79.1,50,3.57,0,13,4,35,463,73,6.3425,2,14,24,58.3,167,0,0,2,12,81.8,296,6.3,2,16.884236453202,10,65
"MIN",2020,6,1,23,365,50,7.3,4,24,36,66.7,333,3,3,1,10,90.4,32,2.46,0,12,3,30,462,79,5.8481,2,30,40,75,363,4,0,2,8,136.6,99,2.68,0,22,5,25
"DAL",2018,5,0,16,292,60,4.8667,3,18,29,62.1,194,1,2,2,14,66.5,98,3.38,0,31,7,72,462,76,6.0789,3,33,44,75,374,1,1,1,1,98.2,88,2.84,0,30,5,25
"TEN",2018,12,0,17,365,52,7.0192,2,22,23,95.7,260,2,0,6,43,147.7,105,4.57,0,3,7,50,462,62,7.4516,0,19,24,79.2,181,2,0,4,29,130.9,281,8.26,2,25,3,53
"CAR",2019,14,0,20,345,68,5.0735,5,28,41,68.3,245,1,2,5,48,76.6,100,4.55,1,4,7,44,461,67,6.8806,0,20,34,58.8,302,2,0,1,11,109.1,159,4.97,2,27,6,58
"OAK",2018,8,1,28,347,47,7.383,2,21,28,75,244,3,0,0,0,136.6,103,5.42,1,6,10,79,461,71,6.493,0,22,31,71,239,3,0,0,0,125.6,222,5.55,2,16.884236453202,10,77
"KAN",2021,4,0,42,471,63,7.4762,2,24,30,80,271,5,1,1,7,131,200,6.25,1,27,7,46,461,70,6.5857,0,32,48,66.7,358,2,0,3,29,105.1,103,5.42,1,6,9,49
"ARI",2018,16,1,9,263,53,4.9623,0,18,31,58.1,159,1,0,4,23,85.7,104,5.78,0,8,7,54,461,67,6.8806,2,19,24,79.2,192,1,0,2,24,118.1,269,6.56,3,16.884236453202,6,66
"CHI",2020,13,1,30,389,67,5.806,2,26,34,76.5,249,1,0,2,18,108.3,140,4.52,3,30,3,20,460,66,6.9697,2,27,42,64.3,400,3,1,2,2,109.4,60,2.73,2,4,7,45
"CIN",2019,7,1,17,291,65,4.4769,5,22,43,51.2,258,1,3,2,18,50.1,33,1.65,1,7,6,50,460,78,5.8974,0,15,32,46.9,244,1,0,2,11,84.8,216,4.91,0,16.884236453202,11,130
"LVR",2020,11,1,31,364,57,6.386,2,23,31,74.2,275,3,1,0,0,119.7,89,3.42,1,34,8,72,460,73,6.3014,2,35,46,76.1,352,2,1,0,0,102.8,108,4,3,33,10,89
"JAX",2020,12,1,25,375,60,6.25,0,20,35,57.1,235,2,0,0,0,96.7,140,5.6,1,2,5,24,459,64,7.1719,2,19,29,65.5,252,2,0,2,6,116.7,207,6.27,1,28,6,47
"MIA",2020,11,0,13,223,61,3.6557,2,23,38,60.5,167,1,1,6,33,72.3,56,3.29,0,10,5,50,459,63,7.2857,3,18,30,60,270,0,1,0,0,75.7,189,5.73,2,28,8,70
"TEN",2020,13,1,35,431,66,6.5303,4,29,45,64.4,369,3,1,3,20,104.8,62,3.44,1,8,5,52,458,70,6.5429,2,26,34,76.5,340,4,0,0,0,146.7,118,3.28,1,21,13,92
"DAL",2020,15,1,41,291,58,5.0172,0,20,34,58.8,204,2,0,2,17,97.8,87,3.95,2,4,5,58,458,81,5.6543,5,26,43,60.5,308,3,2,2,11,87.3,150,4.17,1,21,4,39
"KAN",2021,1,1,33,397,61,6.5082,0,27,36,75,324,3,0,2,13,131.4,73,3.17,1,3,5,36,457,56,8.1607,3,21,28,75,304,0,1,2,17,97.5,153,5.88,4,34,5,30
"MIA",2018,7,1,21,322,54,5.963,0,22,31,71,215,2,0,4,24,114.9,107,5.63,1,6,4,50,457,58,7.8793,0,18,22,81.8,209,2,0,1,8,138.1,248,7.09,1,26,6,43
"TEN",2020,17,0,41,492,70,7.0286,2,18,27,66.7,204,1,0,2,12,103.3,288,7.02,4,16.884236453202,6,50,457,61,7.4918,2,29,40,72.5,361,3,1,4,24,117.2,96,5.65,1,10,6,44
"TAM",2019,5,0,24,252,55,4.5818,0,15,27,55.6,158,2,0,6,46,104.6,94,4.27,1,4,4,30,457,67,6.8209,2,28,36,77.8,345,4,1,0,0,132.1,112,3.61,0,30,6,40
"CAR",2018,10,0,21,242,56,4.3214,3,23,29,79.3,147,2,1,5,46,103,95,4.32,1,4,5,42,457,58,7.8793,0,23,27,85.2,319,5,0,1,6,156.4,138,4.6,1,29,1,24
"PIT",2020,8,0,28,221,50,4.42,2,21,32,65.6,173,2,0,2,9,101.3,48,3,1,9,3,30,457,79,5.7848,5,13,28,46.4,192,2,2,4,16,65.8,265,5.64,1,16.884236453202,9,110
"SEA",2021,4,0,28,234,54,4.3333,0,16,23,69.6,129,2,0,3,20,116,105,3.75,2,32,5,27,457,72,6.3472,3,23,41,56.1,314,3,1,2,8,95.8,143,4.93,0,31,8,78
"ARI",2019,10,0,27,417,65,6.4154,3,28,45,62.2,342,3,1,2,8,99.3,75,4.17,0,8,11,87,457,78,5.859,4,30,48,62.5,339,1,2,4,19,74.8,118,4.54,2,34,9,94
"LVR",2020,14,1,27,424,68,6.2353,4,32,46,69.6,345,2,2,0,0,87.7,79,3.59,1,4,6,33,456,59,7.7288,0,19,28,67.9,244,2,0,0,0,118.7,212,6.84,2,30,6,50
"SEA",2018,10,0,31,414,64,6.4688,2,17,26,65.4,141,3,0,4,35,123.2,273,8.03,1,25,7,56,456,64,7.125,0,28,39,71.8,307,2,0,2,11,113,149,6.48,2,3,10,102
"CLE",2018,7,0,23,305,62,4.9194,2,23,34,67.6,186,2,0,5,29,104.4,119,5.17,1,3,14,114,456,88,5.1818,5,32,52,61.5,342,0,2,4,23,66.6,114,3.56,3,27,8,65
"MIA",2020,17,0,26,454,80,5.675,5,36,59,61,384,1,3,1,9,65.1,70,3.5,2,7,2,20,455,64,7.1094,3,24,38,63.2,377,4,2,1,11,110.4,78,3.12,2,2,3,16
"MIA",2018,12,0,24,314,51,6.1569,2,17,25,68,201,2,0,1,3,119.4,113,4.52,1,2,10,75,455,65,7,4,31,38,81.6,337,3,2,1,10,109.1,118,4.54,0,34,7,52
"DEN",2019,4,1,24,371,54,6.8704,2,22,38,57.9,303,3,1,0,0,98.9,68,4.25,0,9,5,48,455,76,5.9868,0,19,33,57.6,186,2,0,5,27,97.2,269,7.08,0,23,12,104
"KAN",2018,11,0,51,546,69,7.913,6,33,46,71.7,448,6,3,3,30,117.6,98,4.9,0,7,13,135,455,75,6.0667,3,31,49,63.3,379,4,0,5,34,117.1,76,3.62,1,5,8,60
"SEA",2019,14,0,12,308,62,4.9677,2,22,36,61.1,202,0,1,5,43,69.8,106,5.05,0,5,8,64,455,67,6.791,3,22,32,68.8,293,2,2,0,0,92.3,162,4.63,2,26,3,20
"PIT",2018,3,0,30,413,63,6.5556,2,30,38,78.9,335,3,1,3,18,120.7,78,3.55,0,4,13,155,455,69,6.5942,5,30,50,60,392,3,3,3,19,81.3,63,3.94,0,9,9,80
"TEN",2021,5,0,37,368,61,6.0328,0,14,22,63.6,184,1,0,3,13,107.6,184,5.11,3,21,7,44,454,66,6.8788,3,23,33,69.7,256,1,1,2,17,92.1,198,6.39,2,30,4,33
"BUF",2020,17,1,56,455,64,7.1094,3,24,38,63.2,377,4,2,1,11,110.4,78,3.12,2,2,3,16,454,80,5.675,5,36,59,61,384,1,3,1,9,65.1,70,3.5,2,7,2,20
"JAX",2020,14,1,10,354,69,5.1304,2,31,54,57.4,263,1,1,0,0,68.7,91,6.07,0,14,10,80,454,65,6.9846,2,19,24,79.2,205,2,0,1,7,131.2,249,6.23,2,16.884236453202,7,78
"CLE",2019,6,1,28,406,61,6.6557,5,22,37,59.5,249,1,3,0,0,54.9,157,6.54,3,1,9,83,454,74,6.1351,2,23,33,69.7,284,2,0,3,11,117.6,170,4.47,2,23,10,65
"LVR",2020,7,1,20,347,63,5.5079,2,24,36,66.7,271,2,1,3,13,97.5,76,3.17,0,1,4,35,454,70,6.4857,0,33,45,73.3,369,4,0,0,0,127,85,3.4,2,2,4,20
"NWE",2018,7,0,38,381,64,5.9531,4,25,36,69.4,273,3,1,1,4,108.2,108,4,0,33,7,64,453,77,5.8831,3,26,50,52,319,2,2,2,14,69.8,134,5.36,2,2,5,40
"BUF",2020,10,0,30,369,68,5.4265,3,33,50,66,296,3,2,0,0,85.1,73,4.06,0,8,9,69,453,70,6.4714,3,22,32,68.8,236,1,1,3,9,88.7,217,6.2,2,26,7,40
"SEA",2021,3,0,17,389,52,7.4808,0,23,32,71.9,283,1,0,2,15,111.2,106,5.89,1,8,4,35,453,73,6.2055,0,30,38,78.9,313,3,0,1,10,128.4,140,4.12,0,25,4,40
"KAN",2019,3,1,33,503,63,7.9841,0,27,37,73,363,3,0,1,11,132,140,5.6,1,2,4,31,452,78,5.7949,0,22,43,51.2,249,0,0,3,18,70.6,203,6.34,4,27,7,60
"SEA",2018,13,1,43,331,49,6.7551,0,11,17,64.7,163,4,0,3,22,140.9,168,5.79,1,31,10,100,452,74,6.1081,4,30,48,62.5,386,2,1,3,28,95.3,66,2.87,0,3,13,128
"NYJ",2018,10,1,10,199,55,3.6182,3,17,34,50,116,0,2,3,19,35.8,83,4.61,1,8,1,10,451,73,6.1781,0,16,26,61.5,239,2,0,1,8,118.6,212,4.61,2,16.884236453202,4,30
"CLE",2019,14,1,27,333,52,6.4038,3,11,24,45.8,187,0,2,1,5,38.9,146,5.41,2,33,6,30,451,72,6.2639,2,23,39,59,272,0,1,2,16,71.3,179,5.77,1,30,8,99
"TAM",2021,1,1,31,431,64,6.7344,5,32,50,64,379,4,2,0,0,97,52,3.71,0,13,11,111,451,77,5.8571,2,42,58,72.4,391,3,1,1,12,101.4,60,3.33,0,8,8,55
"PIT",2018,4,1,14,284,59,4.8136,3,27,47,57.4,265,1,1,1,9,72.5,19,1.73,0,15,5,40,451,74,6.0946,2,28,42,66.7,355,2,0,2,8,109.5,96,3.2,0,29,7,50
"NYJ",2021,5,0,20,230,52,4.4231,2,19,32,59.4,166,0,1,2,26,63.5,64,3.56,2,8,7,58,450,75,6,3,33,46,71.7,342,2,0,0,0,107.3,108,3.72,1,31,4,66
"HOU",2021,4,0,0,109,42,2.5952,6,11,21,52.4,61,0,4,3,26,23.4,48,2.67,0,8,10,100,450,72,6.25,2,21,31,67.7,251,2,1,1,5,101,199,4.98,2,16.884236453202,3,30
"DET",2019,9,0,24,473,62,7.629,3,26,41,63.4,383,3,1,2,23,110.4,90,4.74,0,6,5,35,450,68,6.6176,0,20,31,64.5,279,2,0,1,10,116.2,171,4.75,2,21,10,96
"SFO",2020,13,1,24,402,60,6.7,3,26,39,66.7,316,3,2,0,0,95.7,86,4.1,0,5,7,43,449,68,6.6029,2,32,40,80,368,4,0,1,7,139.1,81,3,0,33,4,50
"JAX",2021,1,0,21,395,68,5.8088,4,28,51,54.9,319,3,3,1,13,70.1,76,4.75,0,9,10,82,449,75,5.9867,0,21,33,63.6,289,2,0,1,2,112.1,160,3.9,2,16.884236453202,5,50
"PIT",2018,2,1,37,475,74,6.4189,0,39,60,65,442,3,0,1,10,104.3,33,2.54,2,12,12,90,449,54,8.3148,2,23,28,82.1,322,6,0,1,4,154.8,127,5.08,0,2,12,76
"SEA",2020,5,1,27,314,52,6.0385,2,20,32,62.5,190,3,1,4,27,100.7,124,7.75,1,9,3,25,449,83,5.4096,3,27,39,69.2,248,2,1,3,1,92.8,201,4.9,1,16.884236453202,6,55
"MIA",2018,4,0,7,172,45,3.8222,3,15,25,60,116,1,1,2,19,71.2,56,3.11,0,8,10,89,449,75,5.9867,3,23,35,65.7,274,3,2,0,0,94.2,175,4.38,2,16.884236453202,6,57
"IND",2020,12,1,26,336,67,5.0149,2,24,44,54.5,280,2,1,2,15,81.2,56,2.67,2,5,6,50,449,68,6.6029,0,13,22,59.1,220,1,0,1,1,108.3,229,5.09,4,16.884236453202,9,63
"LAC",2020,15,0,30,402,62,6.4839,0,22,32,68.8,306,2,0,1,8,121.1,96,3.31,2,31,3,20,449,75,5.9867,2,20,33,60.6,276,1,1,1,3,85.3,173,4.22,2,16.884236453202,6,69
"PHI",2020,2,1,19,363,69,5.2609,4,26,43,60.5,242,0,2,0,0,56.5,121,4.65,2,34,5,30,449,67,6.7015,2,20,27,74.1,258,3,0,1,9,142.1,191,4.9,2,24,4,24
"CLE",2018,6,1,14,317,72,4.4028,3,22,46,47.8,214,1,2,5,24,52.6,103,4.9,0,5,6,53,449,58,7.7414,2,12,21,57.1,203,2,1,1,12,104.3,246,6.83,3,21,10,72
"TEN",2020,16,0,14,260,55,4.7273,3,11,26,42.3,104,1,2,2,17,37.5,156,5.78,1,33,3,15,448,63,7.1111,2,21,25,84,214,4,1,1,17,128.1,234,6.32,2,22,0,0
"MIA",2020,14,1,27,367,77,4.7662,2,28,49,57.1,287,2,1,4,29,81.7,80,3.33,1,1,3,35,448,61,7.3443,5,24,34,70.6,354,2,3,3,39,91.9,94,3.92,1,1,8,56
"HOU",2019,13,1,28,276,52,5.3077,0,19,26,73.1,224,4,0,3,16,141,52,2.26,0,3,8,79,448,79,5.6709,2,24,47,51.1,303,3,1,3,23,85.9,145,5,0,31,8,60
"KAN",2019,4,0,34,438,67,6.5373,4,24,42,57.1,315,0,0,0,0,81,123,4.92,3,2,7,51,447,73,6.1233,3,21,34,61.8,261,3,0,4,30,118.6,186,5.31,0,26,8,48
"DET",2019,6,0,22,299,55,5.4364,0,18,32,56.3,243,0,0,3,22,83.5,56,2.8,1,7,8,50,447,69,6.4783,4,24,39,61.5,277,2,1,1,6,90,170,5.86,0,31,6,48
"DEN",2020,13,0,16,330,61,5.4098,3,15,28,53.6,151,2,2,0,0,63.2,179,5.42,0,28,4,31,447,63,7.0952,0,25,40,62.5,313,1,0,1,5,95.6,134,6.09,0,4,5,44
"PHI",2019,6,0,20,400,65,6.1538,4,26,41,63.4,292,2,2,2,14,82,108,4.91,0,4,7,49,447,65,6.8769,3,22,29,75.9,325,4,1,1,8,138.4,122,3.49,1,26,4,30
"WAS",2018,5,0,19,283,60,4.7167,3,23,39,59,244,0,1,3,31,69.9,39,2.17,2,8,6,38,447,63,7.0952,2,26,29,89.7,349,3,0,2,14,153.2,98,3.06,3,27,4,45
"ARI",2018,5,0,28,220,49,4.4898,0,10,25,40,164,1,0,1,6,77.1,56,2.43,2,3,5,46,447,92,4.8587,6,34,54,63,300,2,2,4,49,78.4,147,4.32,1,25,9,65
"LVR",2020,17,0,32,465,64,7.2656,5,24,38,63.2,359,2,2,3,12,91,106,4.61,2,3,14,111,446,75,5.9467,0,25,41,61,324,2,0,2,15,103.6,122,3.81,1,27,4,28
"DEN",2018,4,1,23,385,59,6.5254,2,21,33,63.6,226,0,1,4,19,73.4,159,7.23,2,4,3,25,446,72,6.1944,0,28,45,62.2,304,1,0,1,0,89.5,142,5.46,2,34,10,93
"NWE",2018,6,1,43,500,75,6.6667,2,24,35,68.6,327,1,0,2,13,109.2,173,4.55,3,23,0,0,446,53,8.4151,3,23,36,63.9,352,4,2,0,0,110,94,5.53,0,10,5,58
"LAR",2018,4,1,38,556,55,10.1091,0,26,34,76.5,456,5,0,1,9,157.5,100,5,0,7,2,15,446,71,6.2817,2,36,50,72,392,3,0,4,30,117.2,54,3.18,0,10,4,35
"CLE",2019,5,0,3,180,46,3.913,5,9,24,37.5,78,0,2,4,42,19.4,102,5.67,0,8,7,55,446,71,6.2817,0,20,29,69,171,2,0,2,10,108.5,275,6.88,2,16.884236453202,4,34
"ATL",2019,12,1,22,337,80,4.2125,3,28,55,50.9,280,1,1,6,46,67.7,57,3,1,6,7,60,446,62,7.1935,3,18,28,64.3,313,3,2,0,0,108.2,133,3.91,1,25,8,51
"LAR",2021,3,1,34,407,63,6.4603,0,27,38,71.1,331,4,0,1,12,134,76,3.17,0,1,1,4,446,71,6.2817,0,41,55,74.5,411,1,0,3,21,103,35,2.69,2,12,7,41
"JAX",2019,5,0,27,507,77,6.5844,4,26,44,59.1,358,2,0,2,16,101.9,149,4.81,1,30,9,84,445,61,7.2951,0,17,31,54.8,160,1,0,3,21,82.9,285,10.56,3,33,8,70
"JAX",2020,1,1,27,241,47,5.1277,0,19,20,95,150,3,0,4,23,142.3,91,3.96,0,3,6,61,445,69,6.4493,3,36,46,78.3,357,1,2,1,6,88.7,88,4,1,4,5,80
"CLE",2019,15,0,24,393,67,5.8657,3,30,43,69.8,241,2,1,1,6,90,152,6.61,1,3,6,55,445,60,7.4167,2,19,25,76,219,1,1,0,0,98.6,226,6.46,4,26,5,34
"ARI",2019,6,1,34,442,66,6.697,0,27,37,73,340,3,0,0,0,128.2,102,3.52,1,31,8,57,444,63,7.0476,0,30,36,83.3,341,4,0,2,15,144.9,103,4.12,0,2,8,72
"TAM",2018,13,1,24,315,59,5.339,2,20,30,66.7,220,2,0,4,29,114.4,95,3.8,1,2,9,69,444,65,6.8308,5,28,42,66.7,276,2,4,4,24,63.7,168,8.84,0,6,7,104
"ARI",2020,4,0,21,262,55,4.7636,2,24,31,77.4,133,3,0,1,0,116.7,129,5.61,0,3,5,29,444,72,6.1667,2,26,37,70.3,276,2,1,0,0,98.5,168,4.8,2,26,10,72
"MIN",2020,3,1,30,464,62,7.4839,4,16,27,59.3,238,3,2,2,13,96.4,226,6.85,1,28,3,20,444,73,6.0822,2,23,37,62.2,310,0,1,2,11,78.8,134,3.94,2,25,4,45
"DEN",2018,6,1,20,357,60,5.95,2,25,41,61,297,2,1,2,25,91.7,60,3.53,0,10,6,61,444,72,6.1667,2,14,28,50,174,0,1,5,27,58.8,270,6.92,2,24,10,81
"MIN",2019,13,0,30,354,52,6.8077,4,22,38,57.9,276,2,1,0,0,87.2,78,5.57,1,13,3,30,444,76,5.8421,3,21,31,67.7,226,2,1,2,14,98.9,218,5.07,2,16.884236453202,1,30
"MIN",2019,10,0,28,364,69,5.2754,0,23,32,71.9,211,2,0,1,9,111.5,153,4.25,1,21,5,35,443,70,6.3286,2,28,47,59.6,393,3,1,1,4,99.3,50,2.27,0,4,5,39
"CAR",2018,2,0,24,439,65,6.7538,2,32,45,71.1,318,3,1,2,17,105.3,121,6.72,0,8,7,49,442,60,7.3667,2,23,28,82.1,272,2,1,0,0,116.1,170,5.31,2,27,2,26
"ATL",2019,6,0,33,444,63,7.0476,0,30,36,83.3,341,4,0,2,15,144.9,103,4.12,0,2,8,72,442,66,6.697,0,27,37,73,340,3,0,0,0,128.2,102,3.52,1,31,8,57
"MIA",2020,9,0,34,312,56,5.5714,0,20,28,71.4,221,2,0,3,27,122.3,91,3.64,1,2,7,75,442,64,6.9063,2,21,26,80.8,264,3,0,1,19,150.5,178,4.81,1,22,7,71
"BAL",2018,14,0,24,321,68,4.7206,2,13,26,50,127,2,0,2,20,92.9,194,4.85,1,16.884236453202,11,112,442,83,5.3253,2,35,53,66,348,2,1,3,29,91.5,94,3.48,1,33,7,53
"WAS",2019,5,1,7,223,53,4.2075,3,18,27,66.7,78,0,1,6,44,61,145,7.25,1,7,6,72,442,74,5.973,2,28,43,65.1,312,3,1,4,36,103.6,130,4.81,1,33,7,55
"NYG",2020,7,0,21,325,55,5.9091,4,20,30,66.7,165,2,1,3,22,91.9,160,7.27,1,4,9,62,442,72,6.1389,2,25,43,58.1,346,2,1,3,13,91.1,96,3.69,1,34,7,75
"KAN",2018,13,0,40,469,68,6.8971,2,23,38,60.5,295,4,0,0,0,120,174,5.8,1,29,11,94,442,69,6.4058,4,29,38,76.3,271,3,0,3,14,123.2,171,6.11,1,32,8,74
"GNB",2019,9,0,11,184,49,3.7551,0,23,35,65.7,139,1,0,3,22,85.5,45,4.09,0,15,8,45,442,68,6.5,0,21,28,75,283,0,0,2,11,108.3,159,4.18,2,23,5,45
"ARI",2019,11,0,26,266,62,4.2903,3,24,33,72.7,131,2,0,4,19,101.8,135,5.4,1,2,10,104,442,66,6.697,3,34,45,75.6,408,4,2,2,16,115.4,34,1.79,0,6,10,127
"DET",2021,1,1,33,430,84,5.119,2,38,57,66.7,314,3,1,3,24,92.6,116,4.83,1,1,5,45,442,55,8.0364,3,18,26,69.2,311,2,0,1,8,136.5,131,4.68,2,32,7,79
"DAL",2018,17,0,36,419,70,5.9857,2,27,44,61.4,368,4,0,4,19,120.2,51,2.32,1,4,6,46,441,67,6.5821,3,24,41,58.5,298,2,1,1,3,87.6,143,5.72,2,2,11,78
"CIN",2020,8,1,31,367,69,5.3188,0,26,37,70.3,249,2,0,0,0,106.7,118,3.69,2,27,7,45,441,60,7.35,2,18,30,60,223,2,1,1,10,92.8,218,7.52,1,31,7,68
"MIA",2020,4,1,23,415,68,6.1029,3,29,45,64.4,312,0,2,1,3,66.4,103,4.68,1,4,3,20,441,62,7.1129,2,24,34,70.6,343,2,1,2,17,112.4,98,3.77,2,34,0,0
"NYJ",2020,13,1,28,376,60,6.2667,4,14,23,60.9,170,2,1,3,16,97.4,206,6.06,2,25,6,40,440,74,5.9459,3,28,47,59.6,368,3,1,2,13,97.9,72,2.88,1,2,3,21
"ARI",2019,2,0,17,349,54,6.463,0,25,40,62.5,329,0,0,3,20,90.5,20,1.82,1,15,8,70,440,72,6.1111,0,24,37,64.9,258,2,0,2,14,104.8,182,5.52,0,28,10,62
"LVR",2020,9,0,31,320,50,6.4,2,13,23,56.5,160,2,0,1,5,108.1,160,6.15,2,34,2,10,440,75,5.8667,2,28,42,66.7,312,2,0,2,14,105.9,128,4.13,1,30,5,45
"ATL",2018,2,1,31,442,60,7.3667,2,23,28,82.1,272,2,1,0,0,116.1,170,5.31,2,27,2,26,439,65,6.7538,2,32,45,71.1,318,3,1,2,17,105.3,121,6.72,0,8,7,49
"NWE",2018,5,1,38,438,67,6.5373,3,34,44,77.3,341,3,2,0,0,102.6,97,4.22,2,3,7,50,439,81,5.4198,4,38,59,64.4,355,3,2,1,10,84.4,84,4,0,5,4,35
"WAS",2020,2,0,15,316,60,5.2667,3,19,33,57.6,199,1,0,4,24,88.3,117,5.09,1,3,6,42,438,73,6,2,26,38,68.4,278,1,1,3,8,88.3,160,5,2,27,11,97
"DAL",2020,6,1,10,344,84,4.0952,5,34,54,63,247,1,2,3,19,65.8,97,3.59,0,33,6,36,438,60,7.3,0,9,24,37.5,177,2,0,1,11,93.7,261,7.46,3,26,7,43
"DET",2019,4,1,30,447,73,6.1233,3,21,34,61.8,261,3,0,4,30,118.6,186,5.31,0,26,8,48,438,67,6.5373,4,24,42,57.1,315,0,0,0,0,81,123,4.92,3,2,7,51
"IND",2018,5,0,24,439,81,5.4198,4,38,59,64.4,355,3,2,1,10,84.4,84,4,0,5,4,35,438,67,6.5373,3,34,44,77.3,341,3,2,0,0,102.6,97,4.22,2,3,7,50
"KAN",2019,11,0,24,310,60,5.1667,2,19,32,59.4,180,1,1,1,2,72.7,130,4.81,2,33,8,102,438,73,6,5,28,52,53.8,345,1,4,2,8,49.6,93,4.89,0,6,9,60
"ATL",2020,5,1,16,373,63,5.9206,2,21,37,56.8,207,0,1,2,19,63.6,166,6.92,1,1,3,40,437,63,6.9365,0,27,36,75,313,2,0,0,0,119.3,124,4.59,0,33,4,25
"ATL",2020,3,1,26,371,65,5.7077,2,19,38,50,227,1,1,2,11,67.7,144,5.76,2,2,7,75,437,78,5.6026,3,29,51,56.9,307,4,2,2,9,85.1,130,5.2,0,2,10,80
"JAX",2020,17,0,14,283,65,4.3538,2,26,42,61.9,230,2,0,6,31,95.4,53,3.12,0,10,3,54,437,64,6.8281,2,17,27,63,164,1,1,0,0,76.8,273,7.38,2,22,1,15
